ID,EmriV,NrV,NrQV,NRVV,Komuna,EQV,01gja,02gja,P01KA,P02A,P02B,P03Perg,P04KVV,P04Fem,P05Lla,P05Ngj,P05Lis,P05Flv,P05Vul,P05Kut,P05Lib,P05Kab,P05ZFK,P06NFP,P07VNL,P08NKV,P09TKZ,P10SHS,P11NRS,P12KFV,PV1KHV,PDK,LDK,LVV,AAK,AKR,ParTj01,ParTj02,ParTj03,OJQ,Media,VzhND,VzhTjere,PV03UVL,PV04IDK,PV05GSH,PV06VUL,PV07-10,PV07-13,PV07-16,PV07-19,PV08ELV,PV09NVK,PV10VAS,PV11-3AN,PV12_Ref,PV12IFPo,ProcVotKom,PA01x1,PAifPO,PA02Fot,PA03M1F,PA04PPD,PA05DHU,PA06PRP,PA07M1P,PA08MBV,PA09VJK,PA10VAV,PA11VMF,PA12PAA,PA13INC,PM01PPV,PM02PJA,PM03LVT,PM04NUM,PM05-PDK,PM05-LDK,PM05-LVV,PM05-AAK,PM05-AKR,PM05-TJ1,PM05-TJ2,PM05-TJ3,PM05-OJQ,PM05-MED,PM05-VZH,PM05-TJE,PM06PPA,PM06KUSH,PM07VSH,PM08SHS,PM09SS,PM10NEN,PM11NVL,PM12NSH,PM13FVP,PM14PSH,PM15VSS,PM16ANA,PAK01,PAK02,PAK03,PAK04,PKK01,PKK02,PKK03,PKK04,VK00,VK01,VK02,PNR01,PNR02,PNR03,PNR04,PNR04Kush,PNR05Kom,VezhEm01,NrV01,VezhEm02,NrV02,KmnInc,Lokacioni,IncOra,IncTxt,IncVet,IncDeshm1,ID1Kon,IncDeshm2,ID2Kon,IncDeshm3,ID3Kon,IncKomTj,KomShtese,User,Time
663,,1266,0401D,06R,Gjilan,0401D,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,907,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LR,LV,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,65,202,350,431,0,0,26,PO,JO,0,,JO,,N/A,PO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,18:30 - 19:00,N/A,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,LR,LV,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,907,431,PO,PO,PO,PO,431,49,PO,,431,5,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/28/2013
664,,0505/836,0402X,04R,Gjilan,Musa Zajmi,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,649,695,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LV,LR,KTAP,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,77,215,350,414,3,0,31,PO,JO,0,,JO,,JO,PO,JO,JO,JO,PO,JO,JO,2,0,Nganjëherë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PR,LV,KTAP,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,695,414,PO,PO,PO,PO,414,40,PO,PO,414,10,PO,PO,0,0,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/28/2013
665,,1494,0401X,19D,Gjilan,Thimi Mitko,PO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,244,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,Bashkimi Europian,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,10,61,101,167,8,53,6,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,2,0,Gjithmonë,N/A,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,Bashkimi Europian,JO,,PO,PO,PO,PO,244,167,PO,PO,PO,PO,114,13,PO,PO,114,1,PO,PO,53,53,JO,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/28/2013
666,,932,0401D,12R,Gjilan,Abaz Ajeti,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,905,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,{D,,,FALSE,FALSE,FALSE,LR,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,72,215,360,463,0,0,7,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,,JO,,JO,PO,PO,PO,905,463,PO,PO,PO,PO,463,35,PO,PO,463,4,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/28/2013
667,,505/25,1004D,01D,Kamenicë,SHF Krileve,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,644,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,46,150,260,323,3,8,54,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,644,323,PO,PO,PO,PO,315,19,,,315,3,,,8,8,,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,Ne ora 9-30 kane mberritur edhe 50 flete votime nga anetaret e KKZ,Jetmir Bakija 2,11/29/2013
668,,505/423,1003D,01D,Kamenicë,Strezoc,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,648,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,95,210,292,353,5,5,57,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,643,353,PO,PO,PO,PO,348,26,PO,PO,349,2,PO,PO,5,5,PO,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 - Besnikr,11/29/2013
669,,1025,1029D,01R,Kamenicë,Skenderbeu,PO,PO,6:00 - 7:00,PO,PO,5:00 - 5:30,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,611,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,85,211,298,330,3,0,77,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,611,330,PO,PO,PO,PO,330,24,PO,PO,330,23,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
670,,Kame505,1032D,01R,Kamenicë,Avni Rrustemi,PO,,6:00 - 7:00,PO,PO,5:30 - 6:00,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,802,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,71,231,388,447,0,0,80,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,802,447,PO,PO,PO,PO,439,8,PO,PO,398,39,PO,PO,0,0,,,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
671,,505/808,1005D,01R,Kamenicë,Skenderbeu,PO,JO,6:00 - 7:00,PO,PO,5:30 - 6:00,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,548,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,KDI,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,107,219,461,548,0,0,48,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,KDI,JO,,PO,PO,PO,PO,548,548,PO,PO,PO,PO,548,46,,,548,5,PO,,2,2,,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 - Besnikr,11/29/2013
672,,1075,1023D,01D,Kamenicë,Busavate,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,858,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,85,170,330,0,27,27,100,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,848,438,PO,PO,PO,PO,439,56,PO,PO,442,11,PO,,29,27,PO,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,Anetaret e KZZ Ne qendren e votimit 1023 D me numer te votimit 01D diku pasi filloi votimi dhe e nderruarn numrin e fletevotimeve te pranuara nga 850 qe ishte dhe I shtuan ne 900 fletevotime .,DnV-F1 - Besnikr,11/29/2013
673,,1229,1024D,01R,Kamenicë,Abdullah Krashica Presheva,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,24,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950,825,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,305,898,1395,0,15,0,126,PO,JO,0,,PO,JO,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,18:30 - 19:00,N/A,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,Komisioni Evropian,JO,,PO,PO,PO,PO,825,429,PO,PO,PO,PO,429,40,,,429,6,PO,PO,0,0,,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
674,,505/232,1025D,01R,Kamenicë,Xhelal Sopi,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,550,558,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,68,264,431,499,3,0,18,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,558,257,,,PO,PO,257,0,PO,PO,257,2,PO,PO,0,0,,Gjithmonë,,20:00 - 23:00,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
675,,505/150,1002D,01R,Kamenicë,Rexhep Mala,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,856,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,153,237,360,442,0,0,48,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,850,441,PO,PO,PO,PO,440,41,PO,PO,440,7,PO,PO,0,0,,Nganjëherë,,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
676,,505,1008D,01R,Kamenicë,Shkolla fillore Sadri misini,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,661,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,121,265,357,412,5,0,22,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,661,412,PO,PO,PO,,411,28,PO,PO,412,5,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 - Besnikr,11/29/2013
677,,,0215C,02R,Gjakovë,Ahmet Rrustemi,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,875,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,PDKI,IRDK,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,82,208,298,351,0,0,37,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,PDKI,IRDK,FALSE,FALSE,FALSE,,,,PO,PO,PO,PO,875,351,,,PO,PO,351,53,,,351,4,PO,,0,0,,Gjithmonë,,20:00 - 23:00,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/26/2013
678,,,0205C,06R,Gjakovë,Zekeria Rexha,PO,PO,6:00 - 7:00,PO,PO,7:00 +,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,862,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,,,FALSE,TRUE,FALSE,"KQZ, Ambasada Amerikane",Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,94,245,348,415,0,0,30,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,862,415,PO,PO,PO,PO,415,57,PO,PO,415,8,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/26/2013
679,,,0202C,03R,Gjakovë,Mustafa Bakija,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,926,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,IRDK,,FALSE,FALSE,FALSE,Ambasada Amerikane,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,55,163,260,311,0,0,11,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,IRDK,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,926,311,PO,PO,PO,PO,311,23,PO,,311,4,PO,,0,0,,Gjithmonë,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/26/2013
680,,,0225C,01R,Gjakovë,Molliq,PO,PO,7:00 - 7:30,PO,PO,6:00 - 7:00,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,0,0,,N/A,N/A,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,N/A,0,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/27/2013
681,,505/525,0202X,10R,Gjakovë,Yll Morrina,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,948,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,IRDK,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,82,251,396,424,8,0,32,PO,N/A,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,IRDK,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,948,425,PO,PO,PO,PO,425,40,PO,PO,424,6,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/28/2013
682,,505/119,0210/C,04R,Gjakovë,Ponashec,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,434,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,70,150,250,282,23,0,33,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,834,282,PO,PO,PO,PO,282,31,PO,,282,3,PO,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/28/2013
683,,505/864,0401D,02R,Gjilan,Abaz Ajeti,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,881,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,ADL,Vatra,BKR,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,70,193,288,0,4,0,59,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,Vatra,BKK,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,881,370,PO,PO,PO,PO,370,38,PO,PO,370,4,PO,PO,0,0,,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
684,,117/588,0404D,04R,Gjilan,Ibrahim Uruqi,N/A,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,872,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,73,230,349,0,0,0,41,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,N/A,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,872,468,PO,,,PO,0,0,,,467,9,PO,PO,0,0,,Gjithmonë,,,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/29/2013
685,,1479,0403D,04R,Gjilan,Arberia,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,17,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,793,750,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,50,208,400,494,0,0,23,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,793,494,PO,,PO,PO,494,8,PO,PO,494,8,,,0,0,,,,,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
686,,,0404D,005D,Gjilan,Bresalc,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,12,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,327,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,33,85,123,186,2,18,15,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,327,167,PO,PO,PO,PO,184,0,PO,PO,185,2,PO,PO,18,18,PO,Gjithmonë,Gjithmonë,20:00 - 23:00,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/29/2013
687,,,0403X,03R,Gjilan,N/A,PO,PO,6:00 - 7:00,PO,PO,5:30 - 6:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,904,3,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,88,260,483,532,0,0,26,PO,JO,0,,JO,,PO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,500,532,PO,PO,PO,PO,532,30,,,532,2,,,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/29/2013
688,,505/457,2609D,01R,Viti,N/A,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,844,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,165,3,0,0,3,0,0,PO,JO,0,,PO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,844,354,PO,PO,PO,PO,355,51,,,355,10,PO,PO,0,0,,,,,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 - Besnikr,11/29/2013
689,,505/943,2605D,01R,Viti,Pozheran,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,928,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,83,239,1840,2339,0,0,58,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,928,499,PO,PO,PO,PO,499,45,PO,PO,499,14,PO,PO,0,0,,,,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,11/29/2013
690,,505/211,2601D,01R,Viti,Kuvendi I Lezhes,N/A,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,892,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,Ambasada Angleze,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,67,154,313,384,0,0,41,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,18:30 - 19:00,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,3926,384,PO,PO,PO,PO,384,32,PO,PO,384,6,PO,PO,0,0,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/29/2013
